,title,img url,link,view count,posted date,source,relevant keywords
219,서울 맛집 25곳 | 브런치 | 카페 | 냉면 | 더현대서울,https://i.ytimg.com/vi/DppN2H-gLns/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD0r4oy6qU4UPtNB68G00cPR2g8aQ,https://www.youtube.com/watch?v=DppN2H-gLns,1.2K views,8 months ago,영애낌 YeongAe,"['서울에서', '인기', '많은', '브런치', '카페와', '카페들', '그리고', '냉면과', '국수', '맛집들', '다녀왔어요.', '특히', '인스타', '맛집이', '많긴한데', '그저', '저의', '서울', '먹', '...', '서울에서', '인기', '많은', '브런치', '카페와', '카페들', '그리고', '냉면과', '국수', '맛집들', '다녀왔어요.', '특히', '인스타', '맛집이', '많긴한데', '그저', '저의', '서울', '먹', '...', 'From', 'the', 'video', 'description']"
220,"서울 강서구 까치산역, 화곡동 맛집투어 Best8, 한편으로 끝내기",https://i.ytimg.com/vi/lbqVCC06UYk/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAaecxPHo5ormNkUF1BUsbDmC0SOA,https://www.youtube.com/watch?v=lbqVCC06UYk,332K views,3 months ago,하이갱스 higaengs,"['강서구', '화곡동에', '다녀왔어요!!', '처음', '다녀온', '동네였는데', '이동네', '맛집이', '정말', '많더라구요!', '너무나', '인상깊은', '맛집이', '많았던', '강서구', '화곡동', '...', '강서구', '화곡동에', '다녀왔어요!!', '처음', '다녀온', '동네였는데', '이동네', '맛집이', '정말', '많더라구요!', '너무나', '인상깊은', '맛집이', '많았던', '강서구', '화곡동', '...', 'From', 'the', 'video', 'description']"
221,(Subs)[서울맛집 을지로맛집] '국수전골' 이라는 음식 들어보셨나요?,https://i.ytimg.com/vi/Na_TZ8HEdgo/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDOwaaz_lSfr-LdvxxUrMPlB_-AUw,https://www.youtube.com/watch?v=Na_TZ8HEdgo,1.2K views,1 year ago,부끄러운음식리뷰,"['계란죽', '#샤브샤브', '#칼국수#korea', '#mukbang', '#korea', 'eatinf', 'show', '[세림]', '서울', '중구', '을지로1길', '32-3', '맛집', '제보', '...', '계란죽', '#샤브샤브', '#칼국수#korea', '#mukbang', '#korea', 'eatinf', 'show', '[세림]', '서울', '중구', '을지로1길', '32-3', '맛집', '제보', '...', 'From', 'the', 'video', 'description']"
222,신도림 고기 야외에서 먹을수 있는 서울 맛집 대장군,https://i.ytimg.com/vi/P--ROynHx6Q/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBlAOAAtAFigIMCAAQARhyIFcoMjAP&rs=AOn4CLA4P0n2CnqQLz9KWgtQ78xc_4BGzQ,https://www.youtube.com/shorts/P--ROynHx6Q,1.8K views,11 months ago,킴포크의 소주일기,N/A
223,"서울 맛집 | 당분간 쌀국수는 여기다!! 베트남 쌀국수 맛집  | 이 시국에 입만이라도 베트남 여행 다녀오기!! | (서울숲 맛집, 성수 베트남, 성수 벱)",https://i.ytimg.com/vi/3aJRSNEyfzo/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAwF507hjHPo7NYVFlEYTTkw21ueQ,https://www.youtube.com/watch?v=3aJRSNEyfzo,705 views,1 year ago,먹즐남,"['안녕하세요!!', '핫하고', '숨어있는', '맛집을', '찾아다니는', '쏘다맛', 'TV입니다.', '제', '채널은', '핫한', '맛집과', '숨어있는', '맛집을', '솔직하게', '리뷰하는', '채널', '...', '안녕하세요!!', '핫하고', '숨어있는', '맛집을', '찾아다니는', '쏘다맛', 'TV입니다.', '제', '채널은', '핫한', '맛집과', '숨어있는', '맛집을', '솔직하게', '리뷰하는', '채널', '...', 'From', 'the', 'video', 'description']"
224,서울맛집] 청산 아오야마 / 연말모임,https://i.ytimg.com/vi/EpDyvSoaQhE/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARh_IDwoGDAP&rs=AOn4CLAnBlVRx2qcChOx8YjDFsCQxnLvxQ,https://www.youtube.com/watch?v=EpDyvSoaQhE,47 views,4 months ago,일상다락 ilsangdarak,"['청산', '아오야마', '/', '맛집추천', '/', '오마카세', '장소_', '강남역', '/', '서울', '강남구', '강남대로94길', '54', '2층', '가격_', '디너', '사시미오마카세', '₩220000/1', '...', '청산', '아오야마', '/', '맛집추천', '/', '오마카세', '장소_', '강남역', '/', '서울', '강남구', '강남대로94길', '54', '2층', '가격_', '디너', '사시미오마카세', '₩220000/1', '...', 'From', 'the', 'video', 'description']"
225,BYE BYE 2022 | 데이트 VLOG | 서울 맛집🥩| 4주년 🍷🎂 | 아바타2 | 인천 파티룸 | 케이팝 파티,https://i.ytimg.com/vi/FWwm71lmwGs/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAnZdbeR4NKAaqS3JECeUoP_Ai2Zg,https://www.youtube.com/watch?v=FWwm71lmwGs,253 views,2 months ago,나나수Nanasoo,N/A
226,패티에 진심인 풍류당 수제햄버거 #서울맛집 #대치동맛집 #혼밥,https://i.ytimg.com/vi/yDaqoe3lzT8/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhyIFIoODAP&rs=AOn4CLC9KVUlV7s4geOb0mp4nr_TdBoiBQ,https://www.youtube.com/shorts/yDaqoe3lzT8,118 views,2 months ago,아재갬성,N/A
227,[서울맛집 정미네참새방앗간] 집밥이그리운 분들은 여기로 한식파 !  엄마가해준맛! 정말 최고 입니다 !,https://i.ytimg.com/vi/ebNIlNNgiV4/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBw1lvbnUww_buMyQp8mKLmUxO2cg,https://www.youtube.com/watch?v=ebNIlNNgiV4,219 views,4 weeks ago,대한민국숨은맛집,"['서울', '#서울맛집', '#서울여행', '#서울가볼만한곳', '#맛집', '#맛집공유', '#맛집추천', '#맛집탐방', '#먹방', '#브이로그', '#먹방', '#숨은맛집', '#여행', '#여행', '...', '서울', '#서울맛집', '#서울여행', '#서울가볼만한곳', '#맛집', '#맛집공유', '#맛집추천', '#맛집탐방', '#먹방', '#브이로그', '#먹방', '#숨은맛집', '#여행', '#여행', '...', 'From', 'the', 'video', 'description']"
228,더현대서울 맛집 추천!! ㅅㅐㅎㅐ 먹방 “긴자바이린”🍖🐷 #shorts #먹방#더현대맛집#맛집,https://i.ytimg.com/vi/3vX6Z0_2_l4/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARh_IE4oJjAP&rs=AOn4CLDY-4aapKifkQUdBRpBRlLZp7r0qQ,https://www.youtube.com/shorts/3vX6Z0_2_l4,136 views,3 months ago,먹짱나와,N/A
229,Seoul city Tour #walkingtour #동묘구제시장 #서울맛집#아내의밥상#걷기여행  🇰🇷벼룩시장,https://i.ytimg.com/vi/MiMBdm7vqvA/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDu-mcrvYTlH6kpJH6t7s6bzqSxeQ,https://www.youtube.com/watch?v=MiMBdm7vqvA,301 views,1 month ago,Sira LIFE ,"['walkingtour', '#걷기여행', '#travel', '#서울여행', '#seoul#동대입구역#서울#동묘구제시장', 'Hello,', ""I'm"", 'Sira.', 'a', 'trip', 'to', 'Seoul', ""It's"", 'the', '2nd', 'day', '...', 'walkingtour', '#걷기여행', '#travel', '#서울여행', '#seoul#동대입구역#서울#동묘구제시장', 'Hello,', ""I'm"", 'Sira.', 'a', 'trip', 'to', 'Seoul', ""It's"", 'the', '2nd', 'day', '...', 'From', 'the', 'video', 'description']"
230,"NYC to Seoul | 한국 친구 결혼식 갔다가 서울 맛집 돌고 왔어요, 압구정로데오 네츄럴와인바, 스시 오마카세, 삼겹살 맛집에서 마시는 소맥, 네일아트, 한강공원, 새싹세럼",https://i.ytimg.com/vi/wiYPGFmrW0U/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD4rdU6cxoQfyVFZ4lInf2DFmJTtQ,https://www.youtube.com/watch?v=wiYPGFmrW0U,385 views,6 months ago,뉴욕 혜끄미 IRENE in New York,"['오늘', '영상도', '즐겁게', '시청해주시길', '바래요!', '**구독과', '좋아요', '그리고', '댓글은', '많은', '힘이', '됩니당', '❤**', 'Hope', 'you', 'guys', 'enjoyed', 'the', 'video!', '오늘', '영상도', '즐겁게', '시청해주시길', '바래요!', '**구독과', '좋아요', '그리고', '댓글은', '많은', '힘이', '됩니당', '❤**', 'Hope', 'you', 'guys', 'enjoyed', 'the', 'video!', 'From', 'the', 'video', 'description']"
231,❄️ZENZERO   #젤라또 #서울여행 #서울맛집 #데이트 #꿀팁  ❤️  #강남구청역 #강남구청,https://i.ytimg.com/vi/PgrBdV7b_-c/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhyIEgoJTAP&rs=AOn4CLAhQN5bmRuNvldFiQsEK-dkUEmejw,https://www.youtube.com/shorts/PgrBdV7b_-c,1.2K views,2 months ago,Vera_Nyangg,N/A
232,2022년  길거리 응원 광화문  광장  #길거리 응원 #월드컵  #서울맛집 #4k  #거리응원,https://i.ytimg.com/vi/bcCMbIQbSO0/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhlIEooSjAP&rs=AOn4CLCUrAKlyee_fNAgMEJg5JCg3AhskA,https://www.youtube.com/shorts/bcCMbIQbSO0,1.8K views,4 months ago,Healing Walk 힐링워크,N/A
